sender,recipient,messages
UTL-00-zone_operator,UTL-01-crew_dispatch,58
UTL-00-zone_operator,UTL-08-cyber_defense,56
UTL-01-crew_dispatch,UTL-00-zone_operator,68
UTL-01-crew_dispatch,UTL-02-cyber_defense,68
UTL-01-crew_dispatch,UTL-09-communications,66
UTL-02-cyber_defense,UTL-01-crew_dispatch,73
UTL-02-cyber_defense,UTL-03-communications,66
UTL-02-cyber_defense,UTL-10-resource_allocation,67
UTL-03-communications,UTL-02-cyber_defense,76
UTL-03-communications,UTL-04-resource_allocation,81
UTL-03-communications,UTL-11-critical_load,77
UTL-04-resource_allocation,UTL-03-communications,62
UTL-04-resource_allocation,UTL-05-critical_load,64
UTL-04-resource_allocation,UTL-12-zone_operator,64
UTL-05-critical_load,UTL-04-resource_allocation,67
UTL-05-critical_load,UTL-06-zone_operator,62
UTL-05-critical_load,UTL-13-crew_dispatch,67
UTL-06-zone_operator,UTL-05-critical_load,60
UTL-06-zone_operator,UTL-07-crew_dispatch,60
UTL-06-zone_operator,UTL-14-cyber_defense,65
UTL-07-crew_dispatch,UTL-06-zone_operator,51
UTL-07-crew_dispatch,UTL-15-communications,54
UTL-08-cyber_defense,UTL-00-zone_operator,74
UTL-08-cyber_defense,UTL-09-communications,72
UTL-08-cyber_defense,UTL-16-resource_allocation,68
UTL-09-communications,UTL-01-crew_dispatch,88
UTL-09-communications,UTL-08-cyber_defense,87
UTL-09-communications,UTL-10-resource_allocation,91
UTL-09-communications,UTL-17-critical_load,96
UTL-10-resource_allocation,UTL-02-cyber_defense,105
UTL-10-resource_allocation,UTL-09-communications,105
UTL-10-resource_allocation,UTL-11-critical_load,104
UTL-10-resource_allocation,UTL-18-zone_operator,104
UTL-11-critical_load,UTL-03-communications,96
UTL-11-critical_load,UTL-10-resource_allocation,94
UTL-11-critical_load,UTL-12-zone_operator,98
UTL-11-critical_load,UTL-19-crew_dispatch,97
UTL-12-zone_operator,UTL-04-resource_allocation,100
UTL-12-zone_operator,UTL-11-critical_load,95
UTL-12-zone_operator,UTL-13-crew_dispatch,98
UTL-12-zone_operator,UTL-20-cyber_defense,97
UTL-13-crew_dispatch,UTL-05-critical_load,97
UTL-13-crew_dispatch,UTL-12-zone_operator,93
UTL-13-crew_dispatch,UTL-14-cyber_defense,95
UTL-13-crew_dispatch,UTL-21-communications,93
UTL-14-cyber_defense,UTL-06-zone_operator,91
UTL-14-cyber_defense,UTL-13-crew_dispatch,94
UTL-14-cyber_defense,UTL-15-communications,89
UTL-14-cyber_defense,UTL-22-resource_allocation,85
UTL-15-communications,UTL-07-crew_dispatch,72
UTL-15-communications,UTL-14-cyber_defense,72
UTL-15-communications,UTL-23-critical_load,76
UTL-16-resource_allocation,UTL-08-cyber_defense,76
UTL-16-resource_allocation,UTL-17-critical_load,77
UTL-16-resource_allocation,UTL-24-zone_operator,77
UTL-17-critical_load,UTL-09-communications,102
UTL-17-critical_load,UTL-16-resource_allocation,95
UTL-17-critical_load,UTL-18-zone_operator,98
UTL-17-critical_load,UTL-25-crew_dispatch,101
UTL-18-zone_operator,UTL-10-resource_allocation,104
UTL-18-zone_operator,UTL-17-critical_load,108
UTL-18-zone_operator,UTL-19-crew_dispatch,109
UTL-18-zone_operator,UTL-26-cyber_defense,109
UTL-19-crew_dispatch,UTL-11-critical_load,107
UTL-19-crew_dispatch,UTL-18-zone_operator,109
UTL-19-crew_dispatch,UTL-20-cyber_defense,106
UTL-19-crew_dispatch,UTL-27-communications,106
UTL-20-cyber_defense,UTL-12-zone_operator,99
UTL-20-cyber_defense,UTL-19-crew_dispatch,96
UTL-20-cyber_defense,UTL-21-communications,95
UTL-20-cyber_defense,UTL-28-resource_allocation,99
UTL-21-communications,UTL-13-crew_dispatch,105
UTL-21-communications,UTL-20-cyber_defense,101
UTL-21-communications,UTL-22-resource_allocation,105
UTL-21-communications,UTL-29-critical_load,105
UTL-22-resource_allocation,UTL-14-cyber_defense,96
UTL-22-resource_allocation,UTL-21-communications,94
UTL-22-resource_allocation,UTL-23-critical_load,95
UTL-22-resource_allocation,UTL-30-zone_operator,97
UTL-23-critical_load,UTL-15-communications,63
UTL-23-critical_load,UTL-22-resource_allocation,63
UTL-23-critical_load,UTL-31-crew_dispatch,63
UTL-24-zone_operator,UTL-16-resource_allocation,67
UTL-24-zone_operator,UTL-25-crew_dispatch,71
UTL-24-zone_operator,UTL-32-cyber_defense,74
UTL-25-crew_dispatch,UTL-17-critical_load,86
UTL-25-crew_dispatch,UTL-24-zone_operator,84
UTL-25-crew_dispatch,UTL-26-cyber_defense,84
UTL-25-crew_dispatch,UTL-33-communications,87
UTL-26-cyber_defense,UTL-18-zone_operator,96
UTL-26-cyber_defense,UTL-25-crew_dispatch,95
UTL-26-cyber_defense,UTL-27-communications,94
UTL-26-cyber_defense,UTL-34-resource_allocation,91
UTL-27-communications,UTL-19-crew_dispatch,98
UTL-27-communications,UTL-26-cyber_defense,99
UTL-27-communications,UTL-28-resource_allocation,95
UTL-27-communications,UTL-35-critical_load,100
UTL-28-resource_allocation,UTL-20-cyber_defense,103
UTL-28-resource_allocation,UTL-27-communications,101
UTL-28-resource_allocation,UTL-29-critical_load,98
UTL-28-resource_allocation,UTL-36-zone_operator,101
UTL-29-critical_load,UTL-21-communications,109
UTL-29-critical_load,UTL-28-resource_allocation,102
UTL-29-critical_load,UTL-30-zone_operator,109
UTL-29-critical_load,UTL-37-crew_dispatch,109
UTL-30-zone_operator,UTL-22-resource_allocation,96
UTL-30-zone_operator,UTL-29-critical_load,100
UTL-30-zone_operator,UTL-31-crew_dispatch,93
UTL-30-zone_operator,UTL-38-cyber_defense,102
UTL-31-crew_dispatch,UTL-23-critical_load,72
UTL-31-crew_dispatch,UTL-30-zone_operator,74
UTL-31-crew_dispatch,UTL-39-communications,72
UTL-32-cyber_defense,UTL-24-zone_operator,62
UTL-32-cyber_defense,UTL-33-communications,65
UTL-32-cyber_defense,UTL-40-resource_allocation,61
UTL-33-communications,UTL-25-crew_dispatch,95
UTL-33-communications,UTL-32-cyber_defense,94
UTL-33-communications,UTL-34-resource_allocation,93
