application,comparison,test_environment_seeds,positive_prevalence,delta_average_precision,delta_roc_auc,delta_brier_score,kpi_mean_budgeted_utility,thermodynamic_mean_budgeted_utility,relative_budgeted_utility_gain,rank_threshold,utility_threshold,gate_passed
commercial,paired_causal_effect_KPI_plus_thermodynamics_minus_same_information_KPI,12405;12406,0.36752136752136755,-0.014671912364819129,-0.00663890634820874,-0.003387530591202337,0.09652718609407404,0.09929193854741383,0.02864221537179487,0.05,0.05,False
humanitarian,paired_causal_effect_KPI_plus_thermodynamics_minus_same_information_KPI,12405;12406,0.25146198830409355,0.06485739069250451,0.02493640988372081,-0.06818326673761642,22.568766150893204,70.37893952507785,2.1184221172982673,0.05,0.05,True
