run_id,application,scenario,method,environment_seed,operator_seed,step,agent_id,role,disruption_step,affected_demand,eligible_intervention,future_loss,component_backlog,component_unmet,component_congestion,component_lateness,component_commitment,component_safety,local_kpi_risk,local_disruption_risk,distributed_energy,energy_residual,distributed_entropy,entropy_residual,entropy_slope,entropy_acceleration,flow_entropy,belief_entropy,disagreement,consensus_confidence,free_energy,free_energy_residual
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,0,carrier_05,carrier,8,0,0,0.49133097289986194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.034166666666666665,-0.3340335189788853,0.47099935499422146,0.5137973508670506,0.0,0.0,0.0,0.5495260767704996,0.003212888227697736,0.8679992763096821,-0.04433015897866836,0.0
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,0,carrier_06,carrier,8,0,0,0.49133097289986194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.032125,-0.4127241075844879,0.5342125921681555,0.7606181865658846,0.06321323717393407,0.06321323717393407,0.0,0.5495260767704996,0.0026864836812171377,0.790668847896107,-0.05630366097521841,0.47894007986200193
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,0,manufacturer_03,manufacturer,8,0,0,0.49133097289986194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000002,0.03933333333333333,-0.11022806185998842,0.46926904673488157,0.8186500949114868,-0.0017303082593398966,-0.0017303082593398966,0.0,0.46114108320798414,0.006579774962066982,0.8751777336589902,-0.04059815969377799,0.38000236287480643
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,0,manufacturer_04,manufacturer,8,0,0,0.49133097289986194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.032125,-0.3372453797382976,0.405022156369161,0.3680815302451487,-0.06597719862506046,-0.06597719862506046,0.0,0.5495260767704996,0.0032418596887395573,0.9025375197440206,-0.03500863500409766,0.15642137528759342
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,0,retailer_08,retailer,8,1,0,0.49133097289986194,0.1278393825411558,0.6625,0.6526727076232438,0.0,0.0,0.0,0.3477866591599489,0.225625,0.03833333333333334,-0.5111111111111113,0.5001526556307091,0.0,0.029153300636487633,0.029153300636487633,0.0,0.8003177887412066,0.016950999849726582,0.810243448511295,-0.09466575449382161,0.4370537830578938
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,0,supplier_01,supplier,8,0,0,0.49133097289986194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.042083333333333334,-0.5184441910740953,0.4218926295779746,0.4024086934005422,-0.04910672541624689,-0.04910672541624689,0.0,0.5495260767704996,0.0032922887320537527,0.9012429329551904,-0.02974574971619419,0.32315254107126434
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,0,supplier_02,supplier,8,0,0,0.49133097289986194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.042875,-0.4891854594986264,0.44352468395329264,0.46287348161218045,-0.027474671040928822,-0.027474671040928822,0.0,0.5495260767704996,0.002835447997024413,0.9179326887807218,-0.032713993434716225,0.4418822898121458
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,0,warehouse_07,warehouse,8,0,0,0.49133097289986194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.03895833333333334,-0.4985366483087877,0.5900195346145855,0.0,0.11902017962036399,0.11902017962036399,0.0,0.6244002033632365,0.001882769269293174,0.6963912662043004,-0.060332725084288434,0.3706701207820301
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,1,carrier_05,carrier,8,0,0,0.28564364242840745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.05694444444444444,0.5438750885938257,0.47099935499422146,0.5137973508670506,0.0,0.0,0.0,0.5495260767704996,0.005041678364825534,0.8679992763096821,-0.026724668179584167,0.7042196319633678
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,1,carrier_06,carrier,8,0,0,0.28564364242840745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.05354166666666667,0.4127241075844879,0.5342125921681555,0.7606181865658846,0.0,-0.06321323717393407,0.0,0.5495260767704996,0.004611159541317673,0.790668847896107,-0.04044674259769544,0.15533665523891682
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,1,manufacturer_03,manufacturer,8,0,0,0.28564364242840745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000002,0.06555555555555555,0.7156075762021461,0.46926904673488157,0.8186500949114868,0.0,0.0017303082593398966,0.0,0.46114108320798414,0.011231138886690698,0.8751777336589902,-0.020786408668997447,0.4124676781164152
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,1,manufacturer_04,manufacturer,8,0,0,0.28564364242840745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.053541666666666675,0.3372453797382978,0.405022156369161,0.3680815302451487,0.0,0.06597719862506046,0.0,0.5495260767704996,0.004613482610188127,0.9025375197440206,-0.017717584438786953,0.535220647324835
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,1,retailer_08,retailer,8,1,0,0.28564364242840745,0.4049846427985276,1.0,0.832246563021971,0.0,0.0,0.0,0.5868308415727067,0.31,0.0638888888888889,0.5111111111111111,0.5001526556307091,0.0,0.0,-0.029153300636487633,0.0,0.9052321189295571,0.03783332587425962,0.810243448511295,-0.10568458015365022,0.013289756362992277
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,1,supplier_01,supplier,8,0,0,0.28564364242840745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.07013888888888889,0.5184441910740953,0.4218926295779746,0.4024086934005422,0.0,0.04910672541624689,0.0,0.5495260767704996,0.0054878669974306234,0.9012429329551904,-0.0073871079241902005,0.5711931306088952
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,1,supplier_02,supplier,8,0,0,0.28564364242840745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.07145833333333333,0.5672087436998765,0.4435246839532926,0.46287348161217823,-5.551115123125783e-17,0.027474671040928766,0.0,0.5495260767704996,0.005046098902587646,0.9179326887807218,-0.010227687646420514,0.4575699417196827
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,1,warehouse_07,warehouse,8,0,0,0.28564364242840745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.06493055555555556,0.49853664830878797,0.5900195346145855,0.0,0.0,-0.11902017962036399,0.0,0.6244002033632365,0.0027658000018251725,0.6963912662043004,-0.04146475832561773,0.384048549564798
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,2,carrier_05,carrier,8,0,0,0.0984433210618014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.05694444444444444,0.5438750885938257,0.47099935499422146,0.5137973508670506,0.0,0.0,0.0,0.5495260767704996,0.005041678364825534,0.8679992763096821,-0.026724668179584167,0.7042196319633678
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,2,carrier_06,carrier,8,0,0,0.0984433210618014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.05354166666666667,0.4127241075844879,0.5342125921681555,0.7606181865658846,0.0,0.0,0.0,0.5495260767704996,0.004611159541317673,0.790668847896107,-0.04044674259769544,0.15533665523891682
