run_id,application,scenario,method,environment_seed,operator_seed,step,agent_id,role,disruption_step,affected_demand,eligible_intervention,future_loss,component_backlog,component_unmet,component_congestion,component_lateness,component_commitment,component_safety,local_kpi_risk,local_disruption_risk,distributed_energy,energy_residual,distributed_entropy,entropy_residual,entropy_slope,entropy_acceleration,flow_entropy,belief_entropy,disagreement,consensus_confidence,free_energy,free_energy_residual
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,2,manufacturer_03,manufacturer,8,0,0,0.0984433210618014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000002,0.06555555555555555,0.7156075762021461,0.46926904673488157,0.8186500949114868,0.0,0.0,0.0,0.46114108320798414,0.011231138886690698,0.8751777336589902,-0.020786408668997447,0.4124676781164152
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,2,manufacturer_04,manufacturer,8,0,0,0.0984433210618014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.053541666666666675,0.3372453797382978,0.405022156369161,0.3680815302451487,0.0,0.0,0.0,0.5495260767704996,0.004613482610188127,0.9025375197440206,-0.017717584438786953,0.535220647324835
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,2,retailer_08,retailer,8,1,0,0.0984433210618014,0.5667186113304589,1.0,0.8859006150115246,0.0,0.0,0.0,0.6595725367839123,0.31,0.0638888888888889,0.5111111111111111,0.5001526556307091,0.0,0.0,0.0,0.0,0.9052321189295571,0.03783332587425962,0.810243448511295,-0.1163530165256101,0.39699893456365837
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,2,supplier_01,supplier,8,0,0,0.0984433210618014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.07013888888888889,0.5184441910740953,0.4218926295779746,0.4024086934005422,0.0,0.0,0.0,0.5495260767704996,0.0054878669974306234,0.9012429329551904,-0.0073871079241902005,0.5711931306088952
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,2,supplier_02,supplier,8,0,0,0.0984433210618014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.07145833333333333,0.5672087436998765,0.4435246839532926,0.46287348161217823,0.0,5.551115123125783e-17,0.0,0.5495260767704996,0.005046098902587646,0.9179326887807218,-0.010227687646420514,0.4575699417196827
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,2,warehouse_07,warehouse,8,0,0,0.0984433210618014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.06493055555555556,0.49853664830878797,0.5900195346145855,0.0,0.0,0.0,0.0,0.6244002033632365,0.0027658000018251725,0.6963912662043004,-0.04146475832561773,0.384048549564798
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,3,carrier_05,carrier,8,0,0,0.0929462110838743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.0,-1.6508964303379516,0.48198646119643934,0.2922909151658584,0.010987106202217878,0.010987106202217878,0.0,0.5495260767704996,0.0022728646616718452,0.8879854833262084,-0.07273616517748896,1.1362402479528237
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,3,carrier_06,carrier,8,0,0,0.0929462110838743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.0,-1.6508964303379516,0.5342125921681555,0.7606181865658846,0.0,0.0,0.0,0.5495260767704996,0.0016457589656693064,0.7999994951626954,-0.080483562890477,1.4461361564723456
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,3,manufacturer_03,manufacturer,8,0,0,0.0929462110838743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000002,0.0,-1.3489815189531904,0.46926904673488157,0.8186500949114868,0.0,0.0,0.0,0.46114108320798414,0.003191145196267253,0.8682881835392192,-0.07098935927593021,1.5956503461608953
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,3,manufacturer_04,manufacturer,8,0,0,0.0929462110838743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.0,-1.3489815189531904,0.383100153278205,0.7730121690157962,-0.021922003090955988,-0.021922003090955988,0.0,0.5495260767704996,0.0030607321638117784,0.8935231099857381,-0.057934049776170685,1.0734379661705142
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,3,retailer_08,retailer,8,1,0,0.0929462110838743,0.021413055149457752,0.024,0.198849472674976,0.0,0.0,0.0,0.045592642961029495,0.06599999999999999,0.0,-2.0444444444444447,0.5001526556307091,0.0,0.0,0.0,0.0,0.38128957601478236,0.008641018630203398,0.8112294668878206,-0.08625741704318654,0.760423173398723
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,3,supplier_01,supplier,8,0,0,0.0929462110838743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.0,-2.0737767642963814,0.4218926295779745,0.4024086934005444,-5.551115123125783e-17,-5.551115123125783e-17,0.0,0.5495260767704996,0.0027316293318734603,0.899632315493618,-0.06374487614943875,1.6831175984010465
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,3,supplier_02,supplier,8,0,0,0.0929462110838743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.0,-2.0737767642963814,0.44352468395329264,0.46287348161218045,5.551115123125783e-17,5.551115123125783e-17,0.0,0.5495260767704996,0.0023323608687405763,0.9179326887807218,-0.06694248643986317,1.8110220100180234
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,3,warehouse_07,warehouse,8,0,0,0.0929462110838743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.0,-1.9941465932351512,0.5900195346145855,0.0,0.0,0.0,0.0,0.6244002033632365,0.002297245555798761,0.6963912662043004,-0.08904509809367893,1.5191650411576498
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,4,carrier_05,carrier,8,0,0,0.04835516218221497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.04555555555555556,0.10492078480747037,0.47099935499422146,0.5137973508670506,-0.010987106202217878,-0.021974212404435756,0.0,0.5495260767704996,0.005041678364825534,0.8679992763096821,-0.035699685374127654,0.34521894418162835
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,4,carrier_06,carrier,8,0,0,0.04835516218221497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.042833333333333334,0.0,0.5342125921681555,0.7606181865658846,0.0,0.0,0.0,0.5495260767704996,0.004611159541317673,0.790668847896107,-0.048580839002518486,0.17002720095400492
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,4,manufacturer_03,manufacturer,8,0,0,0.04835516218221497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000002,0.052444444444444446,0.30268975717107904,0.46926904673488157,0.8186500949114868,0.0,0.0,0.0,0.46114108320798414,0.011231138886690698,0.8751777336589902,-0.031128832404372753,0.0012292712985970122
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,4,manufacturer_04,manufacturer,8,0,0,0.04835516218221497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.042833333333333334,0.0,0.405022156369161,0.3680815302451487,0.021922003090955988,0.043844006181911976,0.0,0.5495260767704996,0.004613482610188104,0.9025375197440206,-0.0264742172561164,0.1849553346316571
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,4,retailer_08,retailer,8,1,0,0.04835516218221497,0.28462364039755406,1.0,0.7513302462889997,0.0,0.0,0.0,0.5265489931023716,0.31,0.05111111111111112,0.0,0.5001526556307091,0.0,0.0,0.0,0.0,0.9052321189295571,0.03783332587425962,0.810243448511295,-0.11192288043265537,0.2266239447495337
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,4,supplier_01,supplier,8,0,0,0.04835516218221497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.05611111111111111,0.0,0.4218926295779746,0.4024086934005422,5.551115123125783e-17,1.1102230246251565e-16,0.0,0.5495260767704996,0.0054878669974306234,0.9012429329551904,-0.018751688477757003,0.1166099084662231
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,4,supplier_02,supplier,8,0,0,0.04835516218221497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.05716666666666667,0.03901164210062514,0.44352468395329264,0.46287348161218045,0.0,-5.551115123125783e-17,0.0,0.5495260767704996,0.005046098902587646,0.9179326887807218,-0.02166693618941258,0.0
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,4,warehouse_07,warehouse,8,0,0,0.04835516218221497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.051944444444444446,0.0,0.5900195346145855,0.0,0.0,0.0,0.0,0.6244002033632365,0.0027658000018251725,0.6963912662043004,-0.051002942781324875,0.0025211713365122512
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,5,carrier_05,carrier,8,0,0,0.10009172587721554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.0,-1.6508964303379516,0.4709993549942215,0.5137973508670494,5.551115123125783e-17,0.010987106202217933,0.0,0.5495260767704996,0.002425709350982193,0.8679992763096821,-0.07110690626501966,1.0710698914540517
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,5,carrier_06,carrier,8,0,0,0.10009172587721554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.0,-1.6508964303379516,0.5342125921681555,0.7606181865658846,0.0,0.0,0.0,0.5495260767704996,0.0016457589656693064,0.790668847896107,-0.080483562890477,1.4461361564723456
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,5,manufacturer_03,manufacturer,8,0,0,0.10009172587721554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000002,0.0,-1.3489815189531904,0.46926904673488157,0.8186500949114868,0.0,0.0,0.0,0.46114108320798414,0.003191145196267253,0.8751777336589902,-0.07098935927593021,1.5956503461608953
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,5,manufacturer_04,manufacturer,8,0,0,0.10009172587721554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.0,-1.3489815189531904,0.405022156369161,0.3680815302451487,0.0,-0.021922003090955988,0.0,0.5495260767704996,0.002839649613437632,0.9025375197440206,-0.0612133718592811,1.2046108494949308
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,5,retailer_08,retailer,8,1,0,0.10009172587721554,0.025704227011589052,0.0449,0.2070300637716368,0.0,0.0,0.0,0.05480620037038114,0.071225,0.0,-2.0444444444444447,0.5001526556307091,0.0,0.0,0.0,0.0,0.40293485740909485,0.006608413210495025,0.810243448511295,-0.08741202292586452,0.7160191277050868
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,5,supplier_01,supplier,8,0,0,0.10009172587721554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.0,-2.0737767642963814,0.4218926295779745,0.4024086934005444,-5.551115123125783e-17,-1.1102230246251565e-16,0.0,0.5495260767704996,0.0027316293318734603,0.9012429329551904,-0.06374487614943875,1.6831175984010465
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,5,supplier_02,supplier,8,0,0,0.10009172587721554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.0,-2.0737767642963814,0.44352468395329264,0.46287348161218045,0.0,0.0,0.0,0.5495260767704996,0.0023323608687405763,0.9179326887807218,-0.06694248643986317,1.8110220100180234
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,5,warehouse_07,warehouse,8,0,0,0.10009172587721554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.0,-1.9941465932351512,0.5900195346145855,0.0,0.0,0.0,0.0,0.6244002033632365,0.002297245555798761,0.6963912662043004,-0.08904509809367893,1.5191650411576498
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,6,carrier_05,carrier,8,0,0,0.14734287469177848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.04694444444444445,0.15845179746434307,0.4737620819977468,0.4580991715554867,0.002762727003525256,0.0027627270035252005,0.0,0.5495260767704996,0.005198175151864621,0.8625776268569241,-0.035113171150434504,0.3686795131293544
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,6,carrier_06,carrier,8,0,0,0.14734287469177848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.047,0.16059303797061783,0.5419894227767217,0.917403603713094,0.007776830608566154,0.007776830608566154,0.0,0.5495260767704996,0.005121839662400542,0.7883505300716771,-0.04687188287710767,0.10166895593757219
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,6,manufacturer_03,manufacturer,8,0,0,0.14734287469177848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000002,0.04911111111111111,0.19771065063775684,0.46291846785391283,0.7013458525863429,-0.006350578880968738,-0.006350578880968738,0.0,0.46114108320798414,0.010529978714259793,0.8688313306778105,-0.03250696585172307,0.05635460919260982
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,6,manufacturer_04,manufacturer,8,0,0,0.14734287469177848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.042,-0.026244776633330504,0.4032157872509408,0.4014477421675544,-0.0018063691182201858,-0.0018063691182201858,0.0,0.5495260767704996,0.004535544226018541,0.9054361579244231,-0.026834667680966102,0.170537317637669
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,6,retailer_08,retailer,8,1,0,0.14734287469177848,0.3117446697016343,1.0,0.7321829207317856,0.0,0.0,0.0,0.5345253059904216,0.31,0.053888888888888896,0.111111111111111,0.5051739792942271,0.2008529465407216,0.00502132366351804,0.00502132366351804,0.0,0.9052321189295571,0.03674460458770112,0.8077443786229626,-0.1107136847924717,0.18012047610729365
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,6,supplier_01,supplier,8,0,0,0.14734287469177848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.051944444444444446,-0.15399332408141442,0.41396977161163334,0.7193230120541916,-0.007922857966341179,-0.007922857966341124,0.0,0.5495260767704996,0.005026352648513943,0.8937084006056394,-0.020659867931900416,0.04028273030048657
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,6,supplier_02,supplier,8,0,0,0.14734287469177848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11600000000000002,0.05716666666666667,0.03901164210062514,0.44352468395329264,0.46287348161218045,0.0,0.0,0.0,0.5495260767704996,0.005046098902587646,0.9134767207322485,-0.02166693618941258,0.0
monitoring_development-commercial-thermohitl_rule-compound-partition-e10601-o40601-rnone,commercial,human_v3_development-partition-compound-p0.5-o0.5,thermohitl_rule,10601,40601,6,warehouse_07,warehouse,8,0,0,0.14734287469177848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.051944444444444446,0.0,0.5900195346145855,0.0,0.0,0.0,0.0,0.6244002033632365,0.0027658000018251725,0.7044381702764211,-0.051002942781324875,0.0025211713365122512
