accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc,candidate_name,configuration_digest,method,panel_id,sketch_on_wire_bytes_always,fully_counted_bytes_always,transmitted_sketch_messages_always,fully_counted_messages_always,normalized_time_integrated_estimation_error_always,primary_distributed_state_error_always,primary_distributed_state_error_p95_always,pointwise_estimation_mae_p95_always,disagreement_time_integrated_error_always,mean_detection_delay_steps_always,service_loss_always,autonomous_harmful_actions_always,normalized_autonomous_reward_always,sketch_byte_reduction,fully_counted_byte_reduction,message_reduction,estimation_error_increase,primary_estimation_error_increase,primary_p95_increase,pointwise_p95_increase,disagreement_error_increase,detection_delay_increase,service_loss_increase,harmful_action_increase,reward_degradation
271,frozen_local_rule,401,52,0.4114165182686415,humanitarian,33180,111,156,0,1466,111,0.0,2026-08-17T03:53:17.280795+00:00,large,52.0,True,high,76171.84044738034,199,20,27513,599590,154.76434338456008,146,146,1.0,0.0666815907124407,155,5667,uint8_simplex,880304,pooled_current_private_evidence_pre_exchange,79211,144,0.9230769230769232,24913,high,1277056,31405,156,100,1040,private_fragmented,3,3.1263880373444413e-13,15.0,75.0,0.1027397260273972,15.533653846153848,0.0011062508944691,426.8726725989609,high,0,-29.143497640383583,0.0707061741344638,244646,1040,30,221,0,271,0.1780028759345895,0.1095946019227767,0.1232714690264909,0.0686938824234522,0.1275997121488863,True,662,335852,11.345513025513306,0,v8-pilots_v3-humanitarian-large-high-high-high-modular-private_fragmented-880304-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,157081.693708834,95,0,728760,121460,0,1032410,182190,pilots_v3,699,0,2026-08-17T03:53:02.353698+00:00,d10700c13c1009c2a3d17eb7134687bfa5237fae93f6709535236b8cc9da23b4,16.0,modular,244646,1040,30365,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",3869.562755105089,nan,nan,nan,nan,nan,nan,nan,nan,always_on_u8,f06f6808d09b,always_on,humanitarian:880304,1032410,1277056,30365,31405,0.0707061741344638,0.0686938824234522,0.1275997121488863,0.1232714690264909,0.0666815907124407,0.1027397260273972,157081.693708834,156,-29.143497640383583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
271,frozen_local_rule,401,52,0.4114165182686415,humanitarian,33180,111,156,0,1466,111,0.0,2026-08-17T03:53:17.280795+00:00,large,52.0,True,high,76171.84044738034,199,20,27513,599590,154.76434338456008,146,146,1.0,0.0666815907124407,155,5667,uint8_simplex,880304,pooled_current_private_evidence_pre_exchange,79211,144,0.9230769230769232,24913,high,1277056,31405,156,100,1040,private_fragmented,3,3.1263880373444413e-13,15.0,75.0,0.1027397260273972,15.533653846153848,0.0011062508944691,426.8726725989609,high,0,-29.143497640383583,0.0707061741344638,244646,1040,30,221,0,271,0.1780028759345895,0.1095946019227767,0.1232714690264909,0.0686938824234522,0.1275997121488863,True,662,335852,11.345513025513306,0,v8-pilots_v3-humanitarian-large-high-high-high-modular-private_fragmented-880304-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,157081.693708834,95,0,728760,121460,0,1032410,182190,pilots_v3,699,0,2026-08-17T03:53:02.353698+00:00,d10700c13c1009c2a3d17eb7134687bfa5237fae93f6709535236b8cc9da23b4,16.0,modular,244646,1040,30365,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",3869.562755105089,nan,nan,nan,nan,nan,nan,nan,nan,always_on_u8,f06f6808d09b,always_on,humanitarian:880304,1032410,1277056,30365,31405,0.0707061741344638,0.0686938824234522,0.1275997121488863,0.1232714690264909,0.0666815907124407,0.1027397260273972,157081.693708834,156,-29.143497640383583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
271,frozen_local_rule,401,52,0.4114165182686415,humanitarian,33180,111,156,0,1466,111,0.0,2026-08-17T03:53:17.280795+00:00,large,52.0,True,high,76171.84044738034,199,20,27513,599590,154.76434338456008,146,146,1.0,0.0666815907124407,155,5667,uint8_simplex,880304,pooled_current_private_evidence_pre_exchange,79211,144,0.9230769230769232,24913,high,1277056,31405,156,100,1040,private_fragmented,3,3.1263880373444413e-13,15.0,75.0,0.1027397260273972,15.533653846153848,0.0011062508944691,426.8726725989609,high,0,-29.143497640383583,0.0707061741344638,244646,1040,30,221,0,271,0.1780028759345895,0.1095946019227767,0.1232714690264909,0.0686938824234522,0.1275997121488863,True,662,335852,11.345513025513306,0,v8-pilots_v3-humanitarian-large-high-high-high-modular-private_fragmented-880304-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,157081.693708834,95,0,728760,121460,0,1032410,182190,pilots_v3,699,0,2026-08-17T03:53:02.353698+00:00,d10700c13c1009c2a3d17eb7134687bfa5237fae93f6709535236b8cc9da23b4,16.0,modular,244646,1040,30365,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",3869.562755105089,nan,nan,nan,nan,nan,nan,nan,nan,always_on_uint8,f06f6808d09b,always_on,humanitarian:880304,1032410,1277056,30365,31405,0.0707061741344638,0.0686938824234522,0.1275997121488863,0.1232714690264909,0.0666815907124407,0.1027397260273972,157081.693708834,156,-29.143497640383583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
271,frozen_local_rule,401,52,0.4114165182686415,humanitarian,33180,111,156,0,1466,111,0.0,2026-08-17T03:53:17.280795+00:00,large,52.0,True,high,76171.84044738034,199,20,27513,599590,154.76434338456008,146,146,1.0,0.0666815907124407,155,5667,uint8_simplex,880304,pooled_current_private_evidence_pre_exchange,79211,144,0.9230769230769232,24913,high,1277056,31405,156,100,1040,private_fragmented,3,3.1263880373444413e-13,15.0,75.0,0.1027397260273972,15.533653846153848,0.0011062508944691,426.8726725989609,high,0,-29.143497640383583,0.0707061741344638,244646,1040,30,221,0,271,0.1780028759345895,0.1095946019227767,0.1232714690264909,0.0686938824234522,0.1275997121488863,True,662,335852,11.345513025513306,0,v8-pilots_v3-humanitarian-large-high-high-high-modular-private_fragmented-880304-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,157081.693708834,95,0,728760,121460,0,1032410,182190,pilots_v3,699,0,2026-08-17T03:53:02.353698+00:00,d10700c13c1009c2a3d17eb7134687bfa5237fae93f6709535236b8cc9da23b4,16.0,modular,244646,1040,30365,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",3869.562755105089,nan,nan,nan,nan,nan,nan,nan,nan,always_on_uint8,f06f6808d09b,always_on,humanitarian:880304,1032410,1277056,30365,31405,0.0707061741344638,0.0686938824234522,0.1275997121488863,0.1232714690264909,0.0666815907124407,0.1027397260273972,157081.693708834,156,-29.143497640383583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
271,frozen_local_rule,401,52,0.4114165182686415,humanitarian,27746,111,156,0,1219,111,0.0,2026-08-17T03:53:49.036308+00:00,large,52.0,True,high,76171.84044738034,199,20,23144,502622,154.76434338456008,146,146,1.0,0.0674822144275059,155,4602,uint8_simplex,880304,pooled_current_private_evidence_pre_exchange,69408,144,0.9230769230769232,20975,high,1113636,26599,156,100,1040,private_fragmented,3,3.1263880373444413e-13,15.0,90.0,0.1027397260273972,18.0,0.0011007102369641,426.8726725989609,high,0,-29.143497640383583,0.07079274698122,244630,1040,30,221,0,271,0.1780028759345895,0.1094153848542907,0.1232714690264909,0.069137480704363,0.1275997121488863,True,662,284274,11.345513025513306,0,v8-pilots_v3-humanitarian-large-high-high-high-modular-private_fragmented-880304-generalized_information-189d159ea878-uint8_simplex-frozen_local_rule,generalized_information,157081.693708834,95,0,613416,102236,0,869006,153354,pilots_v3,697,0,2026-08-17T03:53:35.314559+00:00,d10700c13c1009c2a3d17eb7134687bfa5237fae93f6709535236b8cc9da23b4,16.0,modular,244630,1040,25559,0.8336538461538462,867,189d159ea878,1040,"{'below_threshold': 173, 'generalized_information_on': 565, 'initial_reference': 156, 'maximum_silence': 146}",3869.562755105089,nan,nan,nan,nan,nan,nan,nan,nan,generalized_012_u8,189d159ea878,generalized_information,humanitarian:880304,1032410,1277056,30365,31405,0.0707061741344638,0.0686938824234522,0.1275997121488863,0.1232714690264909,0.0666815907124407,0.1027397260273972,157081.693708834,156,-29.143497640383583,0.15827432899720073,0.12796619725368352,0.15827432899720073,8.657284675619992e-05,0.000443598280910798,0.0,0.0,0.0008006237150652018,0.0,0.0,0,0.0
271,frozen_local_rule,401,52,0.4114165182686415,humanitarian,27746,111,156,0,1219,111,0.0,2026-08-17T03:53:49.036308+00:00,large,52.0,True,high,76171.84044738034,199,20,23144,502622,154.76434338456008,146,146,1.0,0.0674822144275059,155,4602,uint8_simplex,880304,pooled_current_private_evidence_pre_exchange,69408,144,0.9230769230769232,20975,high,1113636,26599,156,100,1040,private_fragmented,3,3.1263880373444413e-13,15.0,90.0,0.1027397260273972,18.0,0.0011007102369641,426.8726725989609,high,0,-29.143497640383583,0.07079274698122,244630,1040,30,221,0,271,0.1780028759345895,0.1094153848542907,0.1232714690264909,0.069137480704363,0.1275997121488863,True,662,284274,11.345513025513306,0,v8-pilots_v3-humanitarian-large-high-high-high-modular-private_fragmented-880304-generalized_information-189d159ea878-uint8_simplex-frozen_local_rule,generalized_information,157081.693708834,95,0,613416,102236,0,869006,153354,pilots_v3,697,0,2026-08-17T03:53:35.314559+00:00,d10700c13c1009c2a3d17eb7134687bfa5237fae93f6709535236b8cc9da23b4,16.0,modular,244630,1040,25559,0.8336538461538462,867,189d159ea878,1040,"{'below_threshold': 173, 'generalized_information_on': 565, 'initial_reference': 156, 'maximum_silence': 146}",3869.562755105089,nan,nan,nan,nan,nan,nan,nan,nan,generalized_012_u8,189d159ea878,generalized_information,humanitarian:880304,1032410,1277056,30365,31405,0.0707061741344638,0.0686938824234522,0.1275997121488863,0.1232714690264909,0.0666815907124407,0.1027397260273972,157081.693708834,156,-29.143497640383583,0.15827432899720073,0.12796619725368352,0.15827432899720073,8.657284675619992e-05,0.000443598280910798,0.0,0.0,0.0008006237150652018,0.0,0.0,0,0.0
271,frozen_local_rule,401,52,0.4114165182686415,humanitarian,25852,111,156,0,1123,111,0.0,2026-08-17T03:54:01.517562+00:00,large,52.0,True,high,76171.84044738034,199,20,21533,468860,154.76434338456008,146,146,1.0,0.0678462945435919,155,4319,uint8_simplex,880304,pooled_current_private_evidence_pre_exchange,65903,144,0.9230769230769232,19512,high,1052868,24812,156,100,1040,private_fragmented,3,3.1263880373444413e-13,15.0,90.0,0.1027397260273972,18.5625,0.0011005483619192,426.8726725989609,high,0,-29.143497640383583,0.0709854740590093,244620,1040,30,221,0,271,0.1780028759345895,0.1094474877420736,0.1232714690264909,0.0694158843013006,0.1275997121488863,True,662,263262,11.345513025513306,0,v8-pilots_v3-humanitarian-large-high-high-high-modular-private_fragmented-880304-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,157081.693708834,95,0,570528,95088,0,808248,142632,pilots_v3,697,0,2026-08-17T03:53:47.691791+00:00,d10700c13c1009c2a3d17eb7134687bfa5237fae93f6709535236b8cc9da23b4,16.0,modular,244620,1040,23772,0.7769230769230769,808,347f2bd91f38,1040,"{'below_threshold': 232, 'generalized_information_on': 456, 'initial_reference': 156, 'maximum_silence': 196}",3869.562755105089,nan,nan,nan,nan,nan,nan,nan,nan,generalized_013_u8,347f2bd91f38,generalized_information,humanitarian:880304,1032410,1277056,30365,31405,0.0707061741344638,0.0686938824234522,0.1275997121488863,0.1232714690264909,0.0666815907124407,0.1027397260273972,157081.693708834,156,-29.143497640383583,0.21712497941709208,0.17555064147539345,0.21712497941709208,0.00027929992454550634,0.000722001877848405,0.0,0.0,0.0011647038311511926,0.0,0.0,0,0.0
271,frozen_local_rule,401,52,0.4114165182686415,humanitarian,25852,111,156,0,1123,111,0.0,2026-08-17T03:54:01.517562+00:00,large,52.0,True,high,76171.84044738034,199,20,21533,468860,154.76434338456008,146,146,1.0,0.0678462945435919,155,4319,uint8_simplex,880304,pooled_current_private_evidence_pre_exchange,65903,144,0.9230769230769232,19512,high,1052868,24812,156,100,1040,private_fragmented,3,3.1263880373444413e-13,15.0,90.0,0.1027397260273972,18.5625,0.0011005483619192,426.8726725989609,high,0,-29.143497640383583,0.0709854740590093,244620,1040,30,221,0,271,0.1780028759345895,0.1094474877420736,0.1232714690264909,0.0694158843013006,0.1275997121488863,True,662,263262,11.345513025513306,0,v8-pilots_v3-humanitarian-large-high-high-high-modular-private_fragmented-880304-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,157081.693708834,95,0,570528,95088,0,808248,142632,pilots_v3,697,0,2026-08-17T03:53:47.691791+00:00,d10700c13c1009c2a3d17eb7134687bfa5237fae93f6709535236b8cc9da23b4,16.0,modular,244620,1040,23772,0.7769230769230769,808,347f2bd91f38,1040,"{'below_threshold': 232, 'generalized_information_on': 456, 'initial_reference': 156, 'maximum_silence': 196}",3869.562755105089,nan,nan,nan,nan,nan,nan,nan,nan,generalized_013_u8,347f2bd91f38,generalized_information,humanitarian:880304,1032410,1277056,30365,31405,0.0707061741344638,0.0686938824234522,0.1275997121488863,0.1232714690264909,0.0666815907124407,0.1027397260273972,157081.693708834,156,-29.143497640383583,0.21712497941709208,0.17555064147539345,0.21712497941709208,0.00027929992454550634,0.000722001877848405,0.0,0.0,0.0011647038311511926,0.0,0.0,0,0.0
271,frozen_local_rule,401,52,0.4114165182686415,humanitarian,31897,111,156,0,1417,111,0.0,2026-08-17T03:53:17.364887+00:00,large,52.0,True,high,76171.84044738034,199,20,26487,577388,154.76434338456008,146,146,1.0,0.0667701781470157,155,5410,uint8_simplex,880304,pooled_current_private_evidence_pre_exchange,76902,144,0.9230769230769232,23987,high,1238507,30271,156,100,1040,private_fragmented,3,3.1263880373444413e-13,15.0,75.0,0.1027397260273972,16.067307692307693,0.0011055464960329,426.8726725989609,high,0,-29.143497640383583,0.0706383544101401,244653,1040,30,221,0,271,0.1780028759345895,0.1094474877420736,0.1232714690264909,0.0687042662785779,0.1275997121488863,True,662,323170,11.345513025513306,0,v8-pilots_v3-humanitarian-large-high-high-high-modular-private_fragmented-880304-generalized_information-44ac3fea1aa8-uint8_simplex-frozen_local_rule,generalized_information,157081.693708834,95,0,701544,116924,0,993854,175386,pilots_v3,699,0,2026-08-17T03:53:02.644315+00:00,d10700c13c1009c2a3d17eb7134687bfa5237fae93f6709535236b8cc9da23b4,16.0,modular,244653,1040,29231,0.9625,1001,44ac3fea1aa8,1040,"{'below_threshold': 39, 'generalized_information_on': 811, 'initial_reference': 156, 'maximum_silence': 34}",3869.562755105089,nan,nan,nan,nan,nan,nan,nan,nan,generalized_010_u8,44ac3fea1aa8,generalized_information,humanitarian:880304,1032410,1277056,30365,31405,0.0707061741344638,0.0686938824234522,0.1275997121488863,0.1232714690264909,0.0666815907124407,0.1027397260273972,157081.693708834,156,-29.143497640383583,0.0373456281903507,0.030185833667435102,0.0373456281903507,-6.781972432369499e-05,1.0383855125695174e-05,0.0,0.0,8.858743457500207e-05,0.0,0.0,0,0.0
271,frozen_local_rule,401,52,0.4114165182686415,humanitarian,31897,111,156,0,1417,111,0.0,2026-08-17T03:53:17.364887+00:00,large,52.0,True,high,76171.84044738034,199,20,26487,577388,154.76434338456008,146,146,1.0,0.0667701781470157,155,5410,uint8_simplex,880304,pooled_current_private_evidence_pre_exchange,76902,144,0.9230769230769232,23987,high,1238507,30271,156,100,1040,private_fragmented,3,3.1263880373444413e-13,15.0,75.0,0.1027397260273972,16.067307692307693,0.0011055464960329,426.8726725989609,high,0,-29.143497640383583,0.0706383544101401,244653,1040,30,221,0,271,0.1780028759345895,0.1094474877420736,0.1232714690264909,0.0687042662785779,0.1275997121488863,True,662,323170,11.345513025513306,0,v8-pilots_v3-humanitarian-large-high-high-high-modular-private_fragmented-880304-generalized_information-44ac3fea1aa8-uint8_simplex-frozen_local_rule,generalized_information,157081.693708834,95,0,701544,116924,0,993854,175386,pilots_v3,699,0,2026-08-17T03:53:02.644315+00:00,d10700c13c1009c2a3d17eb7134687bfa5237fae93f6709535236b8cc9da23b4,16.0,modular,244653,1040,29231,0.9625,1001,44ac3fea1aa8,1040,"{'below_threshold': 39, 'generalized_information_on': 811, 'initial_reference': 156, 'maximum_silence': 34}",3869.562755105089,nan,nan,nan,nan,nan,nan,nan,nan,generalized_010_u8,44ac3fea1aa8,generalized_information,humanitarian:880304,1032410,1277056,30365,31405,0.0707061741344638,0.0686938824234522,0.1275997121488863,0.1232714690264909,0.0666815907124407,0.1027397260273972,157081.693708834,156,-29.143497640383583,0.0373456281903507,0.030185833667435102,0.0373456281903507,-6.781972432369499e-05,1.0383855125695174e-05,0.0,0.0,8.858743457500207e-05,0.0,0.0,0,0.0
