candidate_name,budget_log_distance,mean_disagreement_error,mean_detection_delay,mean_service_loss
kpi_012_u8,0.05103249584040989,0.07126603568819401,0.08914116705212594,27019.57922815754
random_045_u8,0.10915498929420317,0.07133069955161844,0.09415584415584415,26958.976559964405
uncertainty_008_u8,0.13188147678612766,0.07294557205337335,0.11317962859058747,27007.619762656945
periodic_18_u8,0.23027109370959098,0.07212014990869317,0.112012987012987,26929.217386346314
