accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
137,frozen_local_rule,175,28,0.4649249781463079,humanitarian,8044,50,86,0,891,50,0,2026-08-17T03:52:28.405473+00:00,medium,31.0,True,high,13952.997169717986,162,15,7077,137258,110.64427783702172,84,84,1.0,0.06606506523640181,103,967,uint8_simplex,880302,pooled_current_private_evidence_pre_exchange,22559,72,0.8571428571428571,6324,high,360689,8128,86,60,420,private_fragmented,3,9.947598300641403e-14,24.0,52.0,0.5714285714285714,18.561904761904763,0.0010953023246094485,128.67276700390718,high,0,-15.456556211372263,0.0807590699018084,98617,420,16,87,0,137,0.18132095442499155,0.12691049802498863,0.14282517690543217,0.07341206756910511,0.12996518118155717,True,278,103360,3.0,0,v8-pilots_v3-humanitarian-medium-high-high-high-small_world-private_fragmented-880302-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,periodic,27202.272998342913,60,0,184992,30832,0,262072,46248,pilots_v3,209,0,2026-08-17T03:52:23.270463+00:00,a400bc044a7208b988280d5bd749cebf207602176cac46eab925e013f3014c1c,12,small_world,98617,420,7708,0.6,252,52761a8cde7f,420,"{'initial_reference': 84, 'periodic_due': 168, 'periodic_wait': 168}",1257.5332413682784,,,,,,,,
138,frozen_local_rule,176,28,0.4649249781463079,humanitarian,8656,50,87,0,923,50,0,2026-08-17T03:52:17.810746+00:00,medium,31.0,True,high,13952.997169717986,162,15,7351,144636,110.64427783702172,84,84,1.0,0.06498547503358978,103,1305,uint8_simplex,880302,pooled_current_private_evidence_pre_exchange,23447,72,0.8571428571428571,6538,high,371430,8443,87,60,420,private_fragmented,3,9.947598300641403e-14,12.0,52.0,0.42857142857142855,18.076190476190476,0.0011405306191903117,128.5127670039072,high,0,-15.46164298952174,0.07753671317918766,98648,420,16,87,0,138,0.18132095442499155,0.11995099419025675,0.1370325091595054,0.07126109410638874,0.13140977124865097,True,279,105298,3.0,0,v8-pilots_v3-humanitarian-medium-high-high-high-small_world-private_fragmented-880302-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,predictive_uncertainty_change,27202.272998342913,60,0,192552,32092,0,272782,48138,pilots_v3,190,0,2026-08-17T03:52:12.614119+00:00,a400bc044a7208b988280d5bd749cebf207602176cac46eab925e013f3014c1c,12,small_world,98648,420,8023,0.6619047619047619,278,71c476debc21,420,"{'initial_reference': 84, 'maximum_silence': 34, 'predictive_uncertainty_change': 302}",1257.5332413682784,,,,,,,,
127,frozen_local_rule,172,28,0.45919823113279606,humanitarian,9308,49,76,0,1308,49,0,2026-08-17T03:52:28.782341+00:00,medium,31.0,True,medium,12999.310189023745,319,15,7780,124202,101.15015824808984,84,84,1.0,0.07154874945475172,51,1528,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,24543,80,0.9523809523809523,6831,high,393519,9091,76,60,420,private_fragmented,3,4.263256414560601e-14,0.0,52.0,0.0,9.723809523809523,0.0013042672801271166,124.13320693399281,medium,0,-14.259406817124894,0.07133966777582766,98705,420,16,86,0,127,0.1764559865796899,0.10878615975054819,0.12097148468342563,0.07144420861528968,0.129116511853724,True,273,140318,2.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,25168.267334450684,57,0,208104,34684,0,294814,52026,pilots_v3,50,0,2026-08-17T03:52:23.468610+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,22,random_geometric,98705,420,8671,1.0,420,f06f6808d09b,420,"{'always_on': 336, 'initial_reference': 84}",1141.48741542641,,,,,,,,
128,frozen_local_rule,173,28,0.45919823113279606,humanitarian,7523,50,76,0,1047,50,0,2026-08-17T03:52:39.543266+00:00,medium,31.0,True,medium,12950.375131215671,318,15,6297,100334,101.15015824808984,84,84,1.0,0.07145584672715512,51,1226,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,21273,80,0.9523809523809523,5518,high,336919,7431,76,60,419,private_fragmented,3,4.263256414560601e-14,0.0,52.0,0.0,11.257142857142858,0.0013238010221232447,128.38455463713132,medium,0,-14.312562494929734,0.07155043821894241,98511,419,16,85,0,128,0.1764559865796899,0.10878615975054819,0.12097148468342563,0.07150314247304876,0.129116511853724,True,273,113764,2.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-generalized_information-189d159ea878-uint8_simplex-frozen_local_rule,generalized_information,25291.84517524138,57,0,168288,28048,0,238408,42072,pilots_v3,97,0,2026-08-17T03:52:34.588866+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,22,random_geometric,98511,419,7012,0.8095238095238095,340,189d159ea878,420,"{'below_threshold': 80, 'generalized_information_on': 253, 'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1}",1149.540351504863,,,,,,,,
127,frozen_local_rule,172,28,0.45919823113279606,humanitarian,7071,49,76,0,993,49,0,2026-08-17T03:52:48.532828+00:00,medium,31.0,True,medium,12999.310189023745,319,15,5935,94350,101.15015824808984,84,84,1.0,0.07195158748016989,51,1136,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,20461,80,0.9523809523809523,5206,high,323484,7031,76,60,420,private_fragmented,3,4.263256414560601e-14,0.0,52.0,0.0,11.6,0.001324721406322048,124.13320693399281,medium,0,-14.259406817124894,0.07161055468278886,98710,420,16,86,0,127,0.1764559865796899,0.10832325972910886,0.12097148468342563,0.07178107108147938,0.129116511853724,True,273,107440,2.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,25168.267334450684,57,0,158664,26444,0,224774,39666,pilots_v3,107,0,2026-08-17T03:52:43.696701+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,22,random_geometric,98710,420,6611,0.7595238095238095,319,347f2bd91f38,420,"{'below_threshold': 101, 'generalized_information_on': 232, 'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1}",1141.48741542641,,,,,,,,
127,frozen_local_rule,172,28,0.45919823113279606,humanitarian,8342,49,76,0,1170,49,0,2026-08-17T03:52:38.205943+00:00,medium,31.0,True,medium,12999.310189023745,319,15,6959,111316,101.15015824808984,84,84,1.0,0.07182742252051429,51,1383,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,22756,80,0.9523809523809523,6106,high,362453,8177,76,60,420,private_fragmented,3,4.263256414560601e-14,0.0,52.0,0.0,10.4,0.001317894878860454,124.13320693399281,medium,0,-14.259406817124894,0.07158291074318773,98715,420,16,86,0,127,0.1764559865796899,0.10878615975054819,0.12097148468342563,0.07170516663185102,0.129116511853724,True,273,125290,2.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-generalized_information-44ac3fea1aa8-uint8_simplex-frozen_local_rule,generalized_information,25168.267334450684,57,0,186168,31028,0,263738,46542,pilots_v3,71,0,2026-08-17T03:52:33.160592+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,22,random_geometric,98715,420,7757,0.8952380952380953,376,44ac3fea1aa8,420,"{'below_threshold': 44, 'generalized_information_on': 289, 'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1}",1141.48741542641,,,,,,,,
128,frozen_local_rule,173,28,0.45919823113279606,humanitarian,7821,50,76,0,1080,50,0,2026-08-17T03:52:38.560915+00:00,medium,31.0,True,medium,12950.375131215671,318,15,6531,104448,101.15015824808984,84,84,1.0,0.07162755834869386,51,1290,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,21805,80,0.9523809523809523,5724,high,346061,7700,76,60,419,private_fragmented,3,4.263256414560601e-14,0.0,52.0,0.0,11.057142857142857,0.0013230830028419444,128.38455463713132,medium,0,-14.312562494929734,0.07147171287467385,98507,419,16,85,0,128,0.1764559865796899,0.10878615975054819,0.12097148468342563,0.07154963561168384,0.129116511853724,True,273,117606,2.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule,generalized_information,25291.84517524138,57,0,174744,29124,0,247554,43686,pilots_v3,91,0,2026-08-17T03:52:33.610228+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,22,random_geometric,98507,419,7281,0.8452380952380952,355,51c1900045ef,420,"{'below_threshold': 65, 'generalized_information_on': 268, 'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1}",1149.540351504863,,,,,,,,
127,frozen_local_rule,172,28,0.45919823113279606,humanitarian,7268,49,76,0,1016,49,0,2026-08-17T03:52:48.252890+00:00,medium,31.0,True,medium,12999.310189023745,319,15,6092,97002,101.15015824808984,84,84,1.0,0.07166444246827516,51,1176,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,20815,80,0.9523809523809523,5336,high,329114,7196,76,60,420,private_fragmented,3,4.263256414560601e-14,0.0,52.0,0.0,11.428571428571429,0.0013209290882976064,124.13320693399281,medium,0,-14.259406817124894,0.07165515304054113,98730,420,16,86,0,127,0.1764559865796899,0.10878615975054819,0.12097148468342563,0.07165979775440814,0.129116511853724,True,273,110126,2.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,25168.267334450684,57,0,162624,27104,0,230384,40656,pilots_v3,102,0,2026-08-17T03:52:43.454745+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,22,random_geometric,98730,420,6776,0.7833333333333333,329,e25eb5b9df1b,420,"{'below_threshold': 91, 'generalized_information_on': 242, 'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1}",1141.48741542641,,,,,,,,
127,frozen_local_rule,172,28,0.45919823113279606,humanitarian,6672,49,76,0,955,49,0,2026-08-17T03:52:49.241614+00:00,medium,31.0,True,medium,12950.375131215671,318,15,5605,89216,102.65015824808984,84,84,1.0,0.07144599513194898,51,1067,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,19728,80,0.9523809523809523,4928,high,311011,6670,76,60,419,private_fragmented,3,4.263256414560601e-14,0.0,52.0,0.0,12.647619047619047,0.0012929100069139846,128.25955463713132,medium,0,-14.308974662067886,0.07212139994108098,98477,419,16,85,0,127,0.1764559865796899,0.10899844824417565,0.12143595907409577,0.07178369753651496,0.129116511853724,True,271,101354,2.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,25291.84517524138,58,0,150024,25004,0,212534,37506,pilots_v3,123,0,2026-08-17T03:52:44.578958+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,22,random_geometric,98477,419,6251,0.7142857142857143,300,314c8c128df2,420,"{'initial_reference': 84, 'kpi_change': 314, 'maximum_silence': 21, 'partition_recovery': 1}",1149.540351504863,,,,,,,,
129,frozen_local_rule,174,28,0.45919823113279606,humanitarian,5740,50,77,0,827,50,0,2026-08-17T03:52:57.820862+00:00,medium,31.0,True,medium,12894.667660519532,318,15,4871,76058,101.15015824808984,84,84,1.0,0.07057321198249819,51,869,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,18066,80,0.9523809523809523,4304,high,283409,5857,77,60,419,private_fragmented,3,4.263256414560601e-14,0.0,52.0,0.0,14.19047619047619,0.0012642044950583462,128.04006521548823,medium,0,-14.239432232162839,0.07248173663339173,98517,419,16,85,0,129,0.1769938359830062,0.10833622369025903,0.12172529399683278,0.07152747430794495,0.129116511853724,True,273,89556,2.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,matched_random,25158.49505556242,57,0,130512,21752,0,184892,32628,pilots_v3,153,0,2026-08-17T03:52:53.351473+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,22,random_geometric,98517,419,5438,0.6,252,681a73b1e0f1,420,"{'initial_reference': 84, 'matched_random_selected': 129, 'matched_random_wait': 168, 'maximum_silence': 38, 'partition_recovery': 1}",1141.6185640248175,,,,,,,,
126,frozen_local_rule,174,28,0.4595055661089076,humanitarian,0,51,74,0,0,51,0,2026-08-17T03:52:31.272731+00:00,medium,31.0,True,medium,12265.27354124357,318,15,0,0,103.65015824808984,84,84,1.0,0.11715263784504878,51,0,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,7450,80,0.9523809523809523,0,high,98469,419,74,60,419,private_fragmented,3,4.263256414560601e-14,12.0,0.0,0.2857142857142857,0.0,0.0,131.1233942456967,medium,0,-13.845551854710378,0.0815044073744363,98469,419,16,83,0,126,0.19643254906227817,0.12105401463580476,0.13992197431990866,0.09932852260974254,0.15500153695026556,True,272,0,3.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-none-806ed450405e-uint8_simplex-frozen_local_rule,none,24526.546094837402,59,0,0,0,0,0,0,pilots_v3,0,0,2026-08-17T03:52:28.421568+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,21,random_geometric,98469,419,0,0.0,0,806ed450405e,420,{'disabled': 420},1115.8130947140876,,,,,,,,
126,frozen_local_rule,171,28,0.45919823113279606,humanitarian,5695,48,77,0,827,48,0,2026-08-17T03:52:58.284191+00:00,medium,31.0,True,medium,12999.310189023745,319,15,4929,77112,102.65015824808984,84,84,1.0,0.07263124995781754,51,766,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,18078,80,0.9523809523809523,4347,high,285225,5905,77,60,420,private_fragmented,3,4.263256414560601e-14,12.0,52.0,0.14285714285714285,13.428571428571429,0.0012751654651305057,123.8882069339928,medium,0,-14.256619070391112,0.07215030905499344,98735,420,16,85,0,126,0.1769938359830062,0.10905106983288754,0.12219909631703053,0.0723907795064055,0.13145670510368107,True,270,90474,2.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,periodic,25168.267334450684,58,0,131640,21940,0,186490,32910,pilots_v3,155,0,2026-08-17T03:52:53.870433+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,22,random_geometric,98735,420,5485,0.6,252,52761a8cde7f,420,"{'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1, 'periodic_due': 165, 'periodic_wait': 168}",1141.48741542641,,,,,,,,
127,frozen_local_rule,172,28,0.45919823113279606,humanitarian,6334,49,76,0,907,49,0,2026-08-17T03:52:57.819437+00:00,medium,31.0,True,medium,12999.310189023745,319,15,5353,84014,101.15015824808984,84,84,1.0,0.07131073560505559,51,981,uint8_simplex,880303,pooled_current_private_evidence_pre_exchange,19142,80,0.9523809523809523,4720,high,301910,6397,76,60,420,private_fragmented,3,4.263256414560601e-14,0.0,52.0,0.0,13.019047619047619,0.0012996863690632656,124.13320693399281,medium,0,-14.259406817124894,0.07249968584015473,98692,420,16,86,0,127,0.1764559865796899,0.10905106983288754,0.12172529399683278,0.07190521072260517,0.129116511853724,True,273,97988,2.5,0,v8-pilots_v3-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880303-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,predictive_uncertainty_change,25168.267334450684,57,0,143448,23908,0,203218,35862,pilots_v3,130,0,2026-08-17T03:52:53.194258+00:00,fc29a88ae789ed4e2a3b1fc37176fb2c30833a832779c47db12651cb57587065,22,random_geometric,98692,420,5977,0.6642857142857143,279,71c476debc21,420,"{'initial_reference': 84, 'maximum_silence': 32, 'partition_recovery': 1, 'predictive_uncertainty_change': 303}",1141.48741542641,,,,,,,,
32,frozen_local_rule,39,12,0.4787876988910633,humanitarian,562,19,13,0,56,19,0,2026-08-17T03:51:44.299225+00:00,small,16.0,True,high,954.3958056449097,20,10,466,13532,26.77081908337635,20,20,1.0,0.06982946711095282,4,96,uint8_simplex,880301,pooled_current_private_evidence_pre_exchange,2615,7,0.2916666666666667,277,low,24100,546,13,30,18,private_fragmented,3,3.552713678800501e-15,0.0,18.0,0.0,2.7,0.002824596882308743,35.01439073760854,medium,0,-4.964109903665396,0.05446784018118933,6454,27,8,2,0,32,0.20760437832109221,0.10721990937902695,0.12139704814467596,0.06214865364607108,0.17119763661629314,True,41,2312,0.0,0,v8-pilots_v3-humanitarian-small-high-low-medium-modular-private_fragmented-880301-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,2110.2893259743905,17,0,12456,2076,0,17646,3114,pilots_v3,3,0,2026-08-17T03:51:43.420758+00:00,4a4e59bdc79961d377e69735c52835c4f18ef5de30b55b9a118bd74a23c309d7,11,modular,6454,27,519,1.0,120,f06f6808d09b,120,"{'always_on': 96, 'initial_reference': 24}",204.37649491913658,,,,,,,,
32,frozen_local_rule,39,12,0.4787876988910633,humanitarian,333,19,13,0,33,19,0,2026-08-17T03:51:45.592482+00:00,small,16.0,True,high,954.3958056449097,20,10,276,7888,26.77081908337635,20,20,1.0,0.07122078733637886,4,57,uint8_simplex,880301,pooled_current_private_evidence_pre_exchange,2196,7,0.2916666666666667,166,low,16994,337,13,30,18,private_fragmented,3,3.552713678800501e-15,0.0,24.0,0.0,3.6,0.002832999559173301,35.01439073760854,medium,0,-4.964109903665396,0.05567120026391808,6454,27,8,2,0,32,0.20760437832109221,0.10721990937902695,0.12139704814467596,0.06344599380014847,0.17119763661629314,True,41,1496,0.0,0,v8-pilots_v3-humanitarian-small-high-low-medium-modular-private_fragmented-880301-generalized_information-189d159ea878-uint8_simplex-frozen_local_rule,generalized_information,2110.2893259743905,17,0,7440,1240,0,10540,1860,pilots_v3,7,0,2026-08-17T03:51:44.864353+00:00,4a4e59bdc79961d377e69735c52835c4f18ef5de30b55b9a118bd74a23c309d7,11,modular,6454,27,310,0.5916666666666667,71,189d159ea878,120,"{'below_threshold': 49, 'generalized_information_on': 47, 'initial_reference': 24}",204.37649491913658,,,,,,,,
31,frozen_local_rule,38,12,0.47007477109564716,humanitarian,320,18,12,0,31,18,0,2026-08-17T03:51:46.663406+00:00,small,16.0,True,high,954.3958056449097,20,10,268,7752,24.77081908337635,20,20,1.0,0.07273833989691277,4,52,uint8_simplex,880301,pooled_current_private_evidence_pre_exchange,2172,7,0.2916666666666667,160,low,16585,325,12,30,18,private_fragmented,3,7.105427357601002e-15,0.0,24.0,0.0,3.95,0.0028085408308398236,32.90439073760853,medium,0,-5.059685642472427,0.05618857669700234,6453,27,8,2,0,31,0.20760437832109221,0.10721990937902695,0.12139704814467596,0.06446345829695756,0.17119763661629314,True,40,1360,0.0,0,v8-pilots_v3-humanitarian-small-high-low-medium-modular-private_fragmented-880301-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,2133.2126382779443,16,0,7152,1192,0,10132,1788,pilots_v3,10,0,2026-08-17T03:51:45.868551+00:00,4a4e59bdc79961d377e69735c52835c4f18ef5de30b55b9a118bd74a23c309d7,11,modular,6453,27,298,0.5666666666666667,68,347f2bd91f38,120,"{'below_threshold': 52, 'generalized_information_on': 44, 'initial_reference': 24}",206.7724949191366,,,,,,,,
32,frozen_local_rule,39,12,0.4787876988910633,humanitarian,364,19,13,0,36,19,0,2026-08-17T03:51:44.295979+00:00,small,16.0,True,high,954.3958056449097,20,10,306,8908,26.77081908337635,20,20,1.0,0.06968263686244051,4,58,uint8_simplex,880301,pooled_current_private_evidence_pre_exchange,2257,7,0.2916666666666667,180,low,17946,365,13,30,18,private_fragmented,3,3.552713678800501e-15,0.0,24.0,0.0,3.45,0.0027584937225513645,35.01439073760854,medium,0,-4.964109903665396,0.05513280581433215,6454,27,8,2,0,32,0.20760437832109221,0.10721990937902695,0.12139704814467596,0.062407721338386325,0.17119763661629314,True,41,1496,0.0,0,v8-pilots_v3-humanitarian-small-high-low-medium-modular-private_fragmented-880301-generalized_information-44ac3fea1aa8-uint8_simplex-frozen_local_rule,generalized_information,2110.2893259743905,17,0,8112,1352,0,11492,2028,pilots_v3,6,0,2026-08-17T03:51:43.422529+00:00,4a4e59bdc79961d377e69735c52835c4f18ef5de30b55b9a118bd74a23c309d7,11,modular,6454,27,338,0.6583333333333333,79,44ac3fea1aa8,120,"{'below_threshold': 41, 'generalized_information_on': 55, 'initial_reference': 24}",204.37649491913658,,,,,,,,
32,frozen_local_rule,39,12,0.4787876988910633,humanitarian,352,19,13,0,35,19,0,2026-08-17T03:51:45.303888+00:00,small,16.0,True,high,954.3958056449097,20,10,293,8466,26.77081908337635,20,20,1.0,0.06999307350285848,4,59,uint8_simplex,880301,pooled_current_private_evidence_pre_exchange,2232,7,0.2916666666666667,173,low,17538,353,13,30,18,private_fragmented,3,3.552713678800501e-15,0.0,24.0,0.0,3.55,0.0028118762524754364,35.01439073760854,medium,0,-4.964109903665396,0.055182795320655904,6454,27,8,2,0,32,0.20760437832109221,0.10721990937902695,0.12139704814467596,0.0625879344117572,0.17119763661629314,True,41,1496,0.0,0,v8-pilots_v3-humanitarian-small-high-low-medium-modular-private_fragmented-880301-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule,generalized_information,2110.2893259743905,17,0,7824,1304,0,11084,1956,pilots_v3,7,0,2026-08-17T03:51:44.556057+00:00,4a4e59bdc79961d377e69735c52835c4f18ef5de30b55b9a118bd74a23c309d7,11,modular,6454,27,326,0.625,75,51c1900045ef,120,"{'below_threshold': 45, 'generalized_information_on': 51, 'initial_reference': 24}",204.37649491913658,,,,,,,,
31,frozen_local_rule,38,12,0.47007477109564716,humanitarian,320,18,12,0,31,18,0,2026-08-17T03:51:45.682583+00:00,small,16.0,True,high,954.3958056449097,20,10,268,7752,24.77081908337635,20,20,1.0,0.07273833989691277,4,52,uint8_simplex,880301,pooled_current_private_evidence_pre_exchange,2172,7,0.2916666666666667,160,low,16585,325,12,30,18,private_fragmented,3,7.105427357601002e-15,0.0,24.0,0.0,3.95,0.0028085408308398236,32.90439073760853,medium,0,-5.059685642472427,0.05618857669700234,6453,27,8,2,0,31,0.20760437832109221,0.10721990937902695,0.12139704814467596,0.06446345829695756,0.17119763661629314,True,40,1360,0.0,0,v8-pilots_v3-humanitarian-small-high-low-medium-modular-private_fragmented-880301-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,2133.2126382779443,16,0,7152,1192,0,10132,1788,pilots_v3,10,0,2026-08-17T03:51:44.945131+00:00,4a4e59bdc79961d377e69735c52835c4f18ef5de30b55b9a118bd74a23c309d7,11,modular,6453,27,298,0.5666666666666667,68,e25eb5b9df1b,120,"{'below_threshold': 52, 'generalized_information_on': 44, 'initial_reference': 24}",206.7724949191366,,,,,,,,
32,frozen_local_rule,39,12,0.4787876988910633,humanitarian,305,19,12,0,29,19,0,2026-08-17T03:51:46.913838+00:00,small,16.0,True,high,954.3958056449097,20,10,250,7514,26.77081908337635,20,20,1.0,0.07500998857948628,4,55,uint8_simplex,880301,pooled_current_private_evidence_pre_exchange,2141,7,0.2916666666666667,146,low,15804,302,12,30,18,private_fragmented,3,7.993605777301127e-15,0.0,27.0,0.0,4.25,0.0027860206171012847,35.17439073760853,medium,0,-4.960007339562832,0.05795500337029497,6454,27,8,2,0,32,0.20760437832109221,0.10904071093430787,0.12139704814467596,0.06648249597489062,0.17119763661629314,True,41,986,0.0,0,v8-pilots_v3-humanitarian-small-high-low-medium-modular-private_fragmented-880301-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,2110.2893259743905,17,0,6600,1100,0,9350,1650,pilots_v3,13,0,2026-08-17T03:51:46.142351+00:00,4a4e59bdc79961d377e69735c52835c4f18ef5de30b55b9a118bd74a23c309d7,11,modular,6454,27,275,0.5416666666666666,65,314c8c128df2,120,"{'initial_reference': 24, 'kpi_change': 96}",204.37649491913658,,,,,,,,
31,frozen_local_rule,38,12,0.47007477109564716,humanitarian,333,18,13,0,31,18,0,2026-08-17T03:51:48.055124+00:00,small,16.0,True,high,954.3958056449097,20,10,283,8330,24.77081908337635,20,20,1.0,0.07544488234027226,4,50,uint8_simplex,880301,pooled_current_private_evidence_pre_exchange,2201,7,0.2916666666666667,167,low,17093,340,13,30,18,private_fragmented,3,3.552713678800501e-15,0.0,24.0,0.0,4.1,0.002842498362850468,32.744390737608526,medium,0,-5.063896168788217,0.058521169443079925,6451,27,8,2,0,31,0.20760437832109221,0.10721990937902695,0.13135364132961075,0.0669830258916761,0.1701534286400756,True,40,1292,0.0,0,v8-pilots_v3-humanitarian-small-high-low-medium-modular-private_fragmented-880301-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,matched_random,2133.2126382779443,16,0,7512,1252,0,10642,1878,pilots_v3,12,0,2026-08-17T03:51:47.239116+00:00,4a4e59bdc79961d377e69735c52835c4f18ef5de30b55b9a118bd74a23c309d7,11,modular,6451,27,313,0.6,72,681a73b1e0f1,120,"{'initial_reference': 24, 'matched_random_selected': 48, 'matched_random_wait': 48}",206.7724949191366,,,,,,,,
